company_name,services,website_url
ACEKROFT ENERGY SOLUTIONS- L.L.C,AIR DRYERS,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,SCRUBBERS -  GAS,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,CHEMICAL INJECTION PACKAGES-CONVENTIONAL,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,"FILTERS - INDUSTRIAL, BAG, PRESSURE AND VACUUM TYPE ETC",https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,COALESCERS,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,"PLASTIC ,GRP, PVC, POLYETHYLENE AND RUBBER, ETC. - MATERIAL",https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,TUBE BUNDLES FOR HEAT EXCHANGERS - ALL METALS,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,VALVES - CHECK - API - PISTON  TYPE,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,VALVES - CHECK - API- SWING TYPE,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,"VALVES - CHECK - API- WAFER TYPE,",https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,"VALVES -  CHECK TO BS/ANSI -2"" AND ABOVE",https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,VALVES - CHECK NON SLAM - API,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,VALVES - BALL - API 6A,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,VALVES -  BALL (PIPELINES) - API 6D,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,"VALVES - BALL - API 6D - UP TO 12""",https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,VALVES: BALL (STANDARD SIDE ENTRY VALVE FOR PROCESS PLANTS),https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,VALVES -  SPECIAL/NON STANDARD BALL VALVES,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,VALVES - BALL- BS EN 17292,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,VALVES - GATE - API - THRU CONDUIT (FOR PIPELINES),https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,VALVES -  DOUBLE DISC GATE,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,VALVES-GATE API 6A,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,"VALVES - GATE TO BS/ANSI/API -  2"" AND ABOVE",https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,"VALVE - GLOBE API-6A (2"" AND ABOVE)",https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,"VALVES -  GLOBE TO BS/ANSI/API - 2"" AND ABOVE",https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,VALVES - DOUBLE BLOCK & BLEED - API,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,"VALVES: GATE /GLOBE/CHECK up to 2"" - API/BSO/ISO",https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,VALVE - NEEDLE,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,"CONNECTORS, ADAPTORS & MARKERS - (CABLE FITTINGS)",https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,JUNCTION BOXES FOR HAZARDOUS AREA,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,"CABLE ACCESSORIES (LUGS, MULTI TRANSITS, TIES ETC)",https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,LIGHT FITTINGS - (SAFE AREA ),https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,LIGHTFITTINGS - (EXPLOSION PROOF),https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,GENERAL ELECTRICAL ACCESSORIES & SPARES -  SUPPLIERS,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,"ORIFICE PLATE (FLOW METER) INCLUDING SENIOR PLATES, FLANGE A",https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,PRESSURE & DIFFERENTIAL PRESSURE SWITCHES,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,PRESSURE & DIFFERENTIAL PRESSURE TRANSMITTERS,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,PRESSURE & DIFFERENTIAL PRESSURE GAUGES,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,TEMPERATURE GAUGES/ INDICATORS/ THERMOMETERS,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,SUNSHADES & ENCLOSURES,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,VALVE MANIFOLDS - FOR INSTRUMENTS,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,INSTRUMENT TUBING,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,COMPRESSION FITTINGS / ADAPTOR FOR INSTRUMENT TUBING,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,SYSTEM INTEGRATORS – FIRE & GAS,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,SYSTEM INTEGRATORS - CONTROL & INSTRUMENTATION,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,SCADA SYSTEMS (SUPERVISORY CONTROL & ACQUISITION DATA SYSTEM,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,TELEMETRY SYSTEMS,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,WIRELESS COMMUNICATION SYSTEMS,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,WIRELESS COMMUNICATION SYSTEMS,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,WIRELESS COMMUNICATION SYSTEMS,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,SOFTWARES - FOR ENTERPRISE BUSINESS SOLUTIONS,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,HOSES - FOR FIRE FIGHTING,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,GAS DETECTORS,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,SAFETY BARRIERS/SHUTTERS,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,GRATING - FIBER GLASS,https://acekroft.com
ACEKROFT ENERGY SOLUTIONS- L.L.C,OEM OPERATIONAL SPARES,https://acekroft.com
ACME Intralog FZCO,JACKS & OTHER LIGHT LIFTING EQUIPMENT,acme-world.com
ADAGE KANOO ANALYTICAL INDUSTRY - L,SYSTEM INTEGRATORS - CONTROL & INSTRUMENTATION,https://www.adage-automation.com/
ADEKA AL OTAIBA MIDDLE EAST - COMME,ADDITIVES,https://adekaalotaiba.com/
ADEKA AL OTAIBA MIDDLE EAST - COMME,"COMONOMER, MODIFIERS & INHIBITORS",https://adekaalotaiba.com/
ADIS Oilfield Supply and Services L,COLUMNS/TOWER (UPTO 50MM),http://adis-uae.com/
ADIS Oilfield Supply and Services L,"PRESSURE VESSELS UPTO 35MM (CS/SS/AS/CLAD)""-U STAMP",http://adis-uae.com/
ADIS Oilfield Supply and Services L,HEAT EXCHANGERS - DOUBLE PIPES,http://adis-uae.com/
ADIS Oilfield Supply and Services L,FITTINGS - FOR PIPES - COPPER ALLOY  - BW/SW/SCREW,http://adis-uae.com/
ADIS Oilfield Supply and Services L,FLANGES FOR PIPES  - COPPER ALLOY,http://adis-uae.com/
ADIS Oilfield Supply and Services L,VALVES - BALL - API 6A,http://adis-uae.com/
ADIS Oilfield Supply and Services L,"VALVES - GATE TO BS/ANSI/API -  2"" AND ABOVE",http://adis-uae.com/
ADIS Oilfield Supply and Services L,"VALVES: GATE /GLOBE/CHECK up to 2"" - API/BSO/ISO",http://adis-uae.com/
ADIS Oilfield Supply and Services L,VALVE BRONZE  / ALUMINUM BRONZE FOR GENERAL APPLICATION,http://adis-uae.com/
ADIS Oilfield Supply and Services L,VALVES - SAFETY RELIEF,http://adis-uae.com/
ADIS Oilfield Supply and Services L,VALVES CONTROL - ALL TYPE,http://adis-uae.com/
ADIS Oilfield Supply and Services L,LIGHT FITTINGS - (SAFE AREA ),http://adis-uae.com/
ADIS Oilfield Supply and Services L,LAMPS/FLOOD LIGHT  ALL TYPE,http://adis-uae.com/
ADNOC DRILLING COMPANY P.J.S.C..,SOFTWARES - FOR ENGINEERING APPLICATIONS,https://adnocdrilling.ae/
ADNOC Logistics & Services.,DRILLING CEMENTS,https://adnocls.ae/
ADOS ENGINEERING INDUSTRIES LLC,"PRESSURE VESSELS UPTO 35MM (CS/SS/AS/CLAD)""-U STAMP",adosuae.com
ADOS ENGINEERING INDUSTRIES LLC,HEAT EXCHANGERS  - SHELL & TUBES,adosuae.com
ADOS ENGINEERING INDUSTRIES LLC,"EXCHANGERS - SHELL & TUBE-CU-ALLOY, MONEL, LOW ALLOY",adosuae.com
ADOS ENGINEERING INDUSTRIES LLC,"TANKS, CYCLONES & SILOS- FOR GENERAL APPLICATIONS",adosuae.com
ADOS ENGINEERING INDUSTRIES LLC,CRANES - PEDESTAL,adosuae.com
ADOS ENGINEERING INDUSTRIES LLC,FABRICATED PIPE SPOOL  (CS/SS/AS),adosuae.com
ADOS ENGINEERING INDUSTRIES LLC,PIG LAUNCHERS & RECEIVERS,adosuae.com
ADOS ENGINEERING INDUSTRIES LLC,TUBE BUNDLES FOR HEAT EXCHANGERS - ALL METALS,adosuae.com
ADOS ENGINEERING INDUSTRIES LLC,FINISHING WORKSHOP,adosuae.com
ADOS ENGINEERING INDUSTRIES LLC,BLAST JOINTS,adosuae.com
ADOS ENGINEERING INDUSTRIES LLC,WIRELINE ENTRY GUIDE (WLEG),adosuae.com
ADOS ENGINEERING INDUSTRIES LLC,"COUPLING, FLOW",adosuae.com
ADOS ENGINEERING INDUSTRIES LLC,"MACHINED PRODUCTS (BLAST JOINTS, FLOW COUPLINGS, WIRELINE EN",adosuae.com
ADOSET TRADING AND OIL SERVICES - S,BOILERS-STEAM PACKAGES,https://adoset.com/
ADOSET TRADING AND OIL SERVICES - S,BOILERS - COGENERATION PACKAGE,https://adoset.com/
ADOSET TRADING AND OIL SERVICES - S,DE-SUPER HEATERS - FOR BOILERS,https://adoset.com/
ADOSET TRADING AND OIL SERVICES - S,WASTE HEAT RECOVERY SYSTEMS,https://adoset.com/
ADOSET TRADING AND OIL SERVICES - S,PUMPS - SLURRY (SLUDGE),https://adoset.com/
ADOSET TRADING AND OIL SERVICES - S,PUMPS - MULTIPHASE,https://adoset.com/
ADOSET TRADING AND OIL SERVICES - S,DOSING & METERING PUMP & PARTS,https://adoset.com/
ADOSET TRADING AND OIL SERVICES - S,PUMPS - SUMP,https://adoset.com/
ADOSET TRADING AND OIL SERVICES - S,HEATER PACKAGE  -DIRECT FIRED,https://adoset.com/
ADOSET TRADING AND OIL SERVICES - S,BURNERS FOR  HEATERS,https://adoset.com/
ADOSET TRADING AND OIL SERVICES - S,BURNERS FOR  BOILERS,https://adoset.com/
ADOSET TRADING AND OIL SERVICES - S,FURNACES,https://adoset.com/
ADOSET TRADING AND OIL SERVICES - S,EXPANSION JOINTS (BELLOWS) METALLIC,https://adoset.com/
ADOSET TRADING AND OIL SERVICES - S,VALVES CONTROL - ALL TYPE,https://adoset.com/
ADOSET TRADING AND OIL SERVICES - S,VALVE CONTROL - LOW NOISE,https://adoset.com/
ADOSET TRADING AND OIL SERVICES - S,ACTUATORS - ELECTRIC,https://adoset.com/
ADOSET TRADING AND OIL SERVICES - S,ACTUATORS - HYDRAULIC,https://adoset.com/
ADOSET TRADING AND OIL SERVICES - S,ACTUATORS - PNEUMATIC,https://adoset.com/
ADROIT STAR OIL FIELD EQUIPMENT TRA,COMPRESSORS - CENTRIFUGAL GAS,adroit-aes.com
ADROIT STAR OIL FIELD EQUIPMENT TRA,COMPRESSORS – OTHER TYPES FOR WORKSHOP USE,adroit-aes.com
ADROIT STAR OIL FIELD EQUIPMENT TRA,COMPRESSORS - INSTRUMENT AIR COMPRESSOR PACKAGE,adroit-aes.com
ADROIT STAR OIL FIELD EQUIPMENT TRA,NITROGEN GENERATION PACKAGE -MEMBRANE TYPE,adroit-aes.com
ADVANCED ELESCO FOR SECURITY & ELEC,JUNCTION BOXES FOR HAZARDOUS AREA,https://a-elesco.com/
ADVANCED ELESCO FOR SECURITY & ELEC,JUNCTION BOXES FOR SAFE AREA,https://a-elesco.com/
ADVANCED ELESCO FOR SECURITY & ELEC,LIGHT FITTINGS - (SAFE AREA ),https://a-elesco.com/
ADVANCED ELESCO FOR SECURITY & ELEC,LIGHT FITTINGS - (SAFE AREA ),https://a-elesco.com/
ADVANCED ELESCO FOR SECURITY & ELEC,LIGHTFITTINGS - (EXPLOSION PROOF),https://a-elesco.com/
ADVANCED ELESCO FOR SECURITY & ELEC,LIGHTFITTINGS - (EXPLOSION PROOF),https://a-elesco.com/
ADVANCED ELESCO FOR SECURITY & ELEC,LIGHTFITTINGS - (EXPLOSION PROOF),https://a-elesco.com/
ADVANCED ELESCO FOR SECURITY & ELEC,LAMPS - FOR INDICATION,https://a-elesco.com/
ADVANCED ELESCO FOR SECURITY & ELEC,POLES - STREET LIGHTING,https://a-elesco.com/
ADVANCED FLEXIBLE PACKAGING CO ABU,WRAPPING MATERIALS,https://www.adflexpack.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,COLUMNS/TOWER (UPTO 50MM),https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,COLUMN/TOWER (51MM TO 125MM),https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,REACTORS,https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,"PRESSURE VESSELS UPTO 35MM (CS/SS/AS/CLAD)""-U STAMP",https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,PRESSURE VESSELS 36 MM TO 100MM (CS/SS/AS /CLAD)-U2- STAMP,https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,PRESSURE VESSELS ABOVE  100MM (CS/SS/AS /CLAD),https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,HEAT EXCHANGERS  - SHELL & TUBES,https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,SEPARATORS,https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,"TANKS, CYCLONES & SILOS- FOR GENERAL APPLICATIONS",https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,CRANES - GANTRY (OVER HEAD),https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,CRANES - JIB,https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,VALVES -  BALL (PIPELINES) - API 6D,https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,"VALVES - BALL - API 6D - UP TO 12""",https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,"VALVES - BALL - API 6D - ABOVE 12""",https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,VALVES: BALL (STANDARD SIDE ENTRY VALVE FOR PROCESS PLANTS),https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,SWITCHGEARS - LV -415V,https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,SWITCHGEARS - HV -UP TO 132KV,https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,MOTOR CONTROL CENTERS (MCC),https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,PACKAGE TYPE SUB STATIONS,https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,"ELECTRICAL CONTROL & POWER MANAGEMENT SYSTEMS (PMS, IPCS, SC",https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,LGHTING DISTRIBUTION BOARDS FOR SAFE AREAS,https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,LV DISTRIBUTION BOARD/LIGHTING DISTRIBUTION BOARD FOR HAZARD,https://www.ads-investments.com/
ADVANCED SOLUTIONS INVESTMENTS & CO,EMERGENCY LIGHTS (SELF CONTAINED),https://www.ads-investments.com/
ADVANCED TECHNICAL EQUIPMENT COMPAN,ACCESSORIES AND SPARES FOR ENGINES,tecuae.com
ADVANCED TECHNICAL SOLUTIONS L.L.C.,CCTV (CLOSED CIRCUIT TV SYSTEM),https://ats.ae/
ADVANCED TECHNICAL SOLUTIONS L.L.C.,CCTV (CLOSED CIRCUIT TV SYSTEM),https://ats.ae/
ADVANCED TECHNICAL SOLUTIONS L.L.C.,CCTV (CLOSED CIRCUIT TV SYSTEM),https://ats.ae/
ADVANCED TECHNICAL SOLUTIONS L.L.C.,PUBLIC ADDRESS & SOUND SYSTEMS,https://ats.ae/
ADVANCED TECHNICAL SOLUTIONS L.L.C.,PUBLIC ADDRESS & SOUND SYSTEMS,https://ats.ae/
ADVANCED TECHNICAL SOLUTIONS L.L.C.,EQUIPMENT & ACCESSORIES - FOR IT NETWORKING,https://ats.ae/
ADVANCED TECHNICAL SOLUTIONS L.L.C.,EQUIPMENT & ACCESSORIES - FOR IT NETWORKING,https://ats.ae/
ADVANCED TECHNICAL SOLUTIONS L.L.C.,EQUIPMENT & ACCESSORIES - FOR IT NETWORKING,https://ats.ae/
ADVANCED TECHNICAL SOLUTIONS L.L.C.,EQUIPMENT & ACCESSORIES - FOR IT NETWORKING,https://ats.ae/
ADVANCED TECHNICAL SOLUTIONS L.L.C.,AUDIO / VIDEO ELECTRONIC EQUIPMENT(TV /DVD/PROJECTOR ETC),https://ats.ae/
ADVANTAGE INTERNATIONAL GENERAL TRA,CHEMICALS - HAND CLEANING,https://www.advigt.com/
ADVANTAGE INTERNATIONAL GENERAL TRA,CHEMICALS - FOR HEAVY DUTY CLEANING(DEGREASER),https://www.advigt.com/
ADYARD ABU DHABI LLC.,CARGO CARRYING UNIT (CCU BASKET),adyardabudhabi.com
ADYARD ABU DHABI LLC.,EQUIPMENT & ACCESSORIES  - AIRPORT & HELIPAD,adyardabudhabi.com
AEROSPACE DEFENSE SECURITY REPRESEN,SAFETY WEARS - FIRE RETARDANT (COVERALL),https://ads-group.ae/
AEROSPACE DEFENSE SECURITY REPRESEN,FIREMAN'S SUIT (COVERALL),https://ads-group.ae/
AEROSPACE DEFENSE SECURITY REPRESEN,GENERAL SPORTS GOODS /UNIFORM,https://ads-group.ae/
AEROSPACE DEFENSE SECURITY REPRESEN,STITCHING  /TAILORING /UNIFORM,https://ads-group.ae/
AEROSPACE DEFENSE SECURITY REPRESEN,READYMADE GARMENTS / UNIFORM,https://ads-group.ae/
AESTHETIX COMMUNICATION  TECHNOLOGI,PUBLIC ADDRESS & SOUND SYSTEMS,http://aesthetixtechnologies.com/
AESTHETIX COMMUNICATION  TECHNOLOGI,AUDIO / VIDEO ELECTRONIC EQUIPMENT(TV /DVD/PROJECTOR ETC),http://aesthetixtechnologies.com/
AESTHETIX COMMUNICATION  TECHNOLOGI,CONFERENCING AUDIO/VIDEO EQUIPMENT,http://aesthetixtechnologies.com/
AFAQ AL KHALEEJ ENGINEERING RESOURC,BATTERY CHARGERS,https://www.afaqgroup.ae/
AFAQ AL KHALEEJ ENGINEERING RESOURC,CABLES - FIBER OPTICS,https://www.afaqgroup.ae/
AFAQ AL KHALEEJ ENGINEERING RESOURC,HEAT SHRINKABLE SLEEVES & TAPES,https://www.afaqgroup.ae/
AFAQ AL KHALEEJ ENGINEERING RESOURC,JOINTINGS & TERMINATION KITS - (CABLE FITTINGS),https://www.afaqgroup.ae/
AFAQ AL KHALEEJ ENGINEERING RESOURC,EARTHING MATERIAL,https://www.afaqgroup.ae/
AFAQ AL KHALEEJ ENGINEERING RESOURC,GENERATORS (ALTERNATORS) - FOR ELECTRIC POWER GENERATION,https://www.afaqgroup.ae/
AFAQ AL KHALEEJ ENGINEERING RESOURC,ELECTRICAL ACCESSORIES FOR GENERATOR SUCH AS AVR/ EXCITATION,https://www.afaqgroup.ae/
AFAQ AL KHALEEJ ENGINEERING RESOURC,ELECTRICAL ACCESSORIES FOR GENERATOR SUCH AS AVR/ EXCITATION,https://www.afaqgroup.ae/
AFAQ AL KHALEEJ ENGINEERING RESOURC,GENERATORS - THERMO ELECTRIC TYPE,https://www.afaqgroup.ae/
AFAQ AL KHALEEJ ENGINEERING RESOURC,GENERATOR POWER-DIESEL ENGINE DRIVEN,https://www.afaqgroup.ae/
AFAQ AL KHALEEJ ENGINEERING RESOURC,GENERATOR POWER-DIESEL ENGINE DRIVEN,https://www.afaqgroup.ae/
AFAQ AL KHALEEJ ENGINEERING RESOURC,GENERATOR POWER-OTHERS,https://www.afaqgroup.ae/
AFAQ AL KHALEEJ ENGINEERING RESOURC,TRANSFORMERS - POWER 33KV AND ABOVE (UP TO 50MVA),https://www.afaqgroup.ae/
AFAQ AL KHALEEJ ENGINEERING RESOURC,WOODEN POLE,https://www.afaqgroup.ae/
AFAQ AL KHALEEJ ENGINEERING RESOURC,CONDUCTORS - OVERHEAD ELECTRICAL LINE ,https://www.afaqgroup.ae/
Afhad Holding LLC,"CASING & TUBING PIPES - SEAMLESS (J55,K55,L80,P110,Q125",https://www.alfahadholding.com/
Afhad Holding LLC,"CASING & TUBING PIPES - SEAMLESS (J55,K55,L80,P110,Q125",https://www.alfahadholding.com/
AGAR CORPORATION LIMITED - ABU DHAB,TANK ACCESSORIES & FITTINGS,agarcorp.com
AGAR CORPORATION LIMITED - ABU DHAB,ANALYSERS - WATERCUT,agarcorp.com
AGAR CORPORATION LIMITED - ABU DHAB,FLOW METERS - MULTI PHASE TYPE ( METER/SKID),agarcorp.com
AGAR CORPORATION LIMITED - ABU DHAB,METERS: MASS FLOW( CORIOLIS),agarcorp.com
Ahad Al Khaleej Trading Establishme,"FITTINGS - FOR PIPES - CS/AS/SS - BW, SW & THREADED",https://goldprimegroup.com/
Ahad Al Khaleej Trading Establishme,"TRAYS, LADDERS & TRUNKING(METALLIC) - (CABLE FITTINGS)",https://goldprimegroup.com/
AIKAH FIRE EQUIPMENT AND SWITCHGEAR,FOAM GENERATING SYSTEM,https://www.aikah.com/
AIMS OIL AND GAS EQUIPMENT TRADING,A/C UNITS – SPLIT & WINDOW,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,A/C PACKAGES & RELATED EQUIPMENT,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,A/C PACKAGES & RELATED EQUIPMENT,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,HVAC CHILLER,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,"AIR HANDLING UNIT,  FAN COIL UNIT AND INDUCTION UNIT",https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,A/C COMPRESSORS AND SPARES,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,"PRESSURE VESSELS UPTO 35MM (CS/SS/AS/CLAD)""-U STAMP",https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,"PRESSURE VESSELS UPTO 35MM (CS/SS/AS/CLAD)""-U STAMP",https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,PRESSURE VESSELS 36 MM TO 100MM (CS/SS/AS /CLAD)-U2- STAMP,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,HEAT EXCHANGERS  - SHELL & TUBES,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,HEAT EXCHANGERS  - SHELL & TUBES,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,EXCHANGERS - PLATE TYPE (WELDED CONSTRUCTION),https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,EXCHANGERS - PLATE TYPE (WELDED CONSTRUCTION),https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,AIR  COOLERS-FINNED TUBED,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,FILTERS & AIR INTAKE SYSTEMS - FOR TURBINE,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,BURNERS FOR  HEATERS,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,BURNERS FOR  BOILERS,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,TRAPS-STEAM,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,DEHYDRATION PACKAGES-AQUEOUS /TEG,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,FLARE SYSTEM-CONVENTIONAL,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,FILTRATION SYSTEMS & CARTRIDGES - FOR PROCESS,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,FILTRATION SYSTEMS & CARTRIDGES - FOR PROCESS,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,FILTRATION SYSTEMS FOR AIR - ( AIR PURIFYING),https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,WATER TREATMENT PACKAGES,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,"FILTERS - INDUSTRIAL, BAG, PRESSURE AND VACUUM TYPE ETC",https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,COALESCERS,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,REFRACTORY  / INSULATION MATERIAL - FOR FURNACES,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,REFRACTORY  / INSULATION MATERIAL - FOR FURNACES,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,PIG LAUNCHERS & RECEIVERS,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,TUBE BUNDLES FOR HEAT EXCHANGERS - ALL METALS,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,ANALYSERS (PORTABLE) ALL TYPES,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,ANALYSERS (PORTABLE) ALL TYPES,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,ANALYSERS (ONLINE) - ALL TYPES,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,ANALYSERS (ONLINE) - ALL TYPES,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,ANALYSERS (ONLINE) - ALL TYPES,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,ANALYSERS (ONLINE) - ALL TYPES,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,ANALYSERS (ONLINE) - ALL TYPES,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,ANALYSERS (ONLINE) - ALL TYPES,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,ANALYSERS - LABORATORY,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,ANALYSERS - LABORATORY,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,ANALYSERS - WATERCUT,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,WATER CUT METERS,https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,ANALYSERS: ENVIRONMENT (EMISSION),https://aimsgt.com
AIMS OIL AND GAS EQUIPMENT TRADING,SENSORS (TRANSDUCERS),https://aimsgt.com
