business_name,category,emirate,city,address,phone,email,website_url,source_url,source_name,last_verified_at,services
"Surf Spot","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/10857070506","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Staff House","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/10956184706","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Siargao Island Dormitory","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/11049903005","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Haven Suites Siargao","Hotels & Stays","General Luna","General Luna","Tourism Road, General Luna, Siargao","","","","https://www.openstreetmap.org/node/11306527169","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Beto Cold Spring","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/11409676807","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Pepayen Inn","Hotels & Stays","General Luna","General Luna","General Luna, Siargao","","","https://elistravelexperience.com/pepayen-inn-philippines","https://www.openstreetmap.org/node/11514712951","OpenStreetMap","2026-03-11T22:53:06.727Z","Cozy lodging house in General Luna, Siargao Island near the town center."
"Somyot","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/11699766369","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"RF JADE Homestay","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/12032893625","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Pasikon Beach","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/12513794001","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"MaverickK Inn Siargao","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/12573237801","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Jellyfish Lagoon","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/12578474701","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Bugak Cold Spring","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/12579063701","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Happiness Hostel Siargao","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/12579259501","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"ByGrace Pension House","Hotels & Stays","General Luna","General Luna","Dapa-Union-General Luna Road, Poblacion 1, General Luna, Siargao","","","","https://www.openstreetmap.org/node/12652089901","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"La Freyah's Homestay","Hotels & Stays","General Luna","General Luna","San Isidro, Siargao","","","","https://www.openstreetmap.org/node/12672555401","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Siargao Island","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/12813425601","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Kaza Boutique Hotel","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/12941884063","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Bayakyak Soie Homestay","Hotels & Stays","General Luna","General Luna","Dapa - General Luna Road, General Luna, Siargao","09266836715","mavies.antipasado@gmail.com","","https://www.openstreetmap.org/node/13146442475","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Canijugan Peak","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13208620120","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"secret lagoon","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13208620121","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Hagukan diving spot","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13208690716","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Trogon's Perch","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13231000017","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Alcove Verde Eco Sancturay Hostel","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13233969627","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Eddie`s Beach Resort Siargao","Hotels & Stays","General Luna","General Luna","Siargao","+63 919 234 4367","","https://www.eddiesbeachresortsiargao.com/","https://www.openstreetmap.org/node/13233973124","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Siargao Residency","Hotels & Stays","General Luna","General Luna","Tourism Road, General Luna, Siargao","","","","https://www.openstreetmap.org/node/13236037984","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Rucksack Inn","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13236066637","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Flo Island Home","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13352823913","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Popo Isso Homestay","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13356830577","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"JG53 Homestay","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13367134976","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Bajala","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13369406731","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Mangrove Boardwalk (the road goes out here now)","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13518301446","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Secret Lagoon at the end of the canoe ride","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13518302629","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Pore's Homestay, entry next to the restaurant of the same name","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13518302738","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Ozen Freediving Siargao","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13521069101","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Bamboo Garden","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/184709013","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Bollox Bar & Restaurant","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/184712565","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Siargao Inn","Hotels & Stays","General Luna","General Luna","General Luna, Siargao","","","","https://www.openstreetmap.org/way/184721262","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"La Isla Resort","Hotels & Stays","General Luna","General Luna","General Luna, Siargao","","","","https://www.openstreetmap.org/way/332247177","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Sohoton Cove Visitors Center","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/801994742","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Sunflower House Siargao","Hotels & Stays","General Luna","General Luna","General Luna, Siargao","","","","https://www.openstreetmap.org/way/1078365795","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Kaha Island Stay","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1183849623","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Tigasao Linaw Lagoo","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1437112718","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Yapak Beach Villas Siargao","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1441952696","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"LaFinca","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/1441984598","OpenStreetMap","2026-03-11T22:53:06.727Z",""
"Dapa","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/node/1021703341","OpenStreetMap","2026-03-11T22:53:09.273Z",""
"Patrick's on Cloud9","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/1952316024","OpenStreetMap","2026-03-11T22:53:09.273Z",""
"Ocean 101","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/1952316026","OpenStreetMap","2026-03-11T22:53:09.273Z",""
"Greg's Place Pizza & Beer","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/1952375950","OpenStreetMap","2026-03-11T22:53:09.273Z",""
"Sugba Lagoon","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/2247832164","OpenStreetMap","2026-03-11T22:53:09.273Z",""
"Sagana Resort","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/2421381638","OpenStreetMap","2026-03-11T22:53:09.273Z",""
"Mating-ob","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/3291783683","OpenStreetMap","2026-03-11T22:53:09.273Z",""
"Bagacay","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/3380624471","OpenStreetMap","2026-03-11T22:53:09.273Z",""
"Espinelli Fuel","Gasoline Stations","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/node/3393535184","OpenStreetMap","2026-03-11T22:53:09.273Z",""
"Nino Jean Eatery","Carinderias & Eateries","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/node/3393535186","OpenStreetMap","2026-03-11T22:53:09.273Z",""
"Siargao Island Hopping Dock","Tours & Island Hopping","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/3393578894","OpenStreetMap","2026-03-11T22:53:09.273Z",""
"Banhaw","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/3393579375","OpenStreetMap","2026-03-11T22:53:09.273Z",""
"Maribojoc Dock","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/3393709659","OpenStreetMap","2026-03-11T22:53:09.273Z",""
"Socorro","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/3406114683","OpenStreetMap","2026-03-11T22:53:09.273Z",""
"Pleasure Point Cafe","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4115443189","OpenStreetMap","2026-03-11T22:53:09.273Z",""
"tyy","Schools & Education","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4146386611","OpenStreetMap","2026-03-11T22:53:09.273Z",""
"Lunares","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4567902235","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Kitya's","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4567902413","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Kayaha Grill","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4569989833","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Baile","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4571336335","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Bravo","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4571336337","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Palak'a Siargao Dive Center","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4572875992","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Krokodeilos / Turo-Turo","Carinderias & Eateries","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4576360669","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"La Carinderia","Carinderias & Eateries","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4580490187","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Mama's Grill","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4580490818","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Surigao del Norte District Jail Annex-Dapa","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4588919899","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Seawave Cafe","Food Chains & Restaurants","General Luna","General Luna","Salvacion Wharf, Salvacion, Pilar, Surigao del Norte, Siargao","","","","https://www.openstreetmap.org/node/4642732663","OpenStreetMap","2026-03-11T22:53:09.274Z","Overlooking Salvacion Sea"
"Octopus Beachbar","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4733269991","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Dapa Terminal","Airports & Transport Terminals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4870838721","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Local BBQ place","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4883390821","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Sarah's Lounge","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4933944822","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Cafe Loka","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4935069280","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Sugar Shack","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4978162124","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Cantilan Bank","Banks & ATMs","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197663824","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Nissi Academy","Schools & Education","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664228","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Aventino's","Food Chains & Restaurants","General Luna","General Luna","General Luna, Siargao","+63 918 338 8961","","","https://www.openstreetmap.org/node/5197664230","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Internet Cafe","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664231","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Petron","Gasoline Stations","General Luna","General Luna","Dapa - General Luna Road, Siargao","","","","https://www.openstreetmap.org/node/5197664232","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Malaran Pharmacy","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664237","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"DBP","Banks & ATMs","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664242","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Surigao Pet Doctor","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664245","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Chess Center","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664249","OpenStreetMap","2026-03-11T22:53:09.274Z",""
"Negosyo Center","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/node/5197675533","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Warung","Food Chains & Restaurants","General Luna","General Luna","Tourism Road, Siargao","","","","https://www.openstreetmap.org/node/5246724321","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"San Benito","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5253546751","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Jdc clinic","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5382350022","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Kaizen Siargao","Food Chains & Restaurants","General Luna","General Luna","Purok 5, General Luna, Surigao City, Siargao","+639171131244","kaizensiargao@gmail.com","","https://www.openstreetmap.org/node/5556347450","OpenStreetMap","2026-03-11T22:53:09.275Z","The first Japanese dining in the island."
"loose keys","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5609071222","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Ronaldo's inn Resto Bar","Hotels & Stays","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5613278121","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Waffle House","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5714457526","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Sam’s Pharmacy & Grocery","Supermarkets, Malls & Hypermarkets","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5746320621","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Scott’s Rent A Car","Transport Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5750436428","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Dayo Waffle House","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5750436429","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Crêpes","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5933312586","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Mama’s Grill","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5936073985","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Lokal","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5938184186","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"White Banana","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5939992488","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Emilia’s Restaurant","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5953620785","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Thai Food restaurant","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5953622785","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"A&A Snack House","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5953626085","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"bravo restaurant","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5953715585","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Dawis","Food Chains & Restaurants","General Luna","General Luna","New Tourism Road, Siargao","","","","https://www.openstreetmap.org/node/5957369587","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Lalay's Grill","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6037332168","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Western Union","Remittance & Pera Padala","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6037332174","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Idéal","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6037332699","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Metropolitan Medical Clinic","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6165385885","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Sugba","Food Chains & Restaurants","General Luna","General Luna","New Tourism Road, Catangnan, Siargao","","","","https://www.openstreetmap.org/node/6176485485","OpenStreetMap","2026-03-11T22:53:09.275Z",""
"Dadand & William eatery","Carinderias & Eateries","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6205256886","OpenStreetMap","2026-03-11T22:53:09.276Z",""
"Barrel","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6271986185","OpenStreetMap","2026-03-11T22:53:09.276Z",""
"Cantina Luna","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6284090188","OpenStreetMap","2026-03-11T22:53:09.276Z",""
"Lobo","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6284153796","OpenStreetMap","2026-03-11T22:53:09.276Z",""
"Common Ground Restaurant","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6296871185","OpenStreetMap","2026-03-11T22:53:09.276Z",""
"Kookaburra","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6300474689","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Pilar Multipurpose Cooperative","Banks & ATMs","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6313645485","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Kokonatsu","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6335433285","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Sushi Nori","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6339545085","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Kalami Avenue","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6339545086","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Hab Hab","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6339545087","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Miguel's Tacqueria","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6339545185","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Canteen Luna","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6339545186","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Siargao Corner Cafe","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6339545385","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Homemade Tasty","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6393182687","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Trattoria Altrov’é","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6393183085","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"J-Kat grill","Food Chains & Restaurants","General Luna","General Luna","Osmeña-Pilar Road, Siargao","","","","https://www.openstreetmap.org/node/6417267272","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Trattoria Altrove","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6450204985","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Cafe Honest","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6450204986","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Homemade Taste Restaurant","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6460856285","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"gonzales","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6468285388","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"macy","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6468285489","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Patrick's restaurant","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6505323985","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Hab Hab Cafe","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6516192997","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"LeBron James & Dwyane Wade","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6526000690","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Danny Tapsihan","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6526029485","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"MA+D Siargao","Food Chains & Restaurants","General Luna","General Luna","New Tourism Road, General Luna, Siargao","","","","https://www.openstreetmap.org/node/6665025633","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Kali Ma Cafe at Lotus Shores Yoga","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6665027290","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"J&M Store Carenderia and Grocery","Supermarkets, Malls & Hypermarkets","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6665027291","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Shaka Cafe","Food Chains & Restaurants","General Luna","General Luna","Tourism Road, Siargao","","","","https://www.openstreetmap.org/node/6665052885","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"BDO Network Bank","Banks & ATMs","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6758716426","OpenStreetMap","2026-03-11T22:53:09.279Z",""
"Shammah fuel station","Gasoline Stations","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/6929571289","OpenStreetMap","2026-03-11T22:53:09.280Z",""
"Headspace Siargao","Food Chains & Restaurants","General Luna","General Luna","General Luna, Siargao","+63920908468k4","","","https://www.openstreetmap.org/node/6990078718","OpenStreetMap","2026-03-11T22:53:09.280Z",""
"Barangay Health Station- Mabuhay","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7006304996","OpenStreetMap","2026-03-11T22:53:09.280Z",""
"Pilar Recycling Center","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7007006785","OpenStreetMap","2026-03-11T22:53:09.280Z",""
"J&M Malubay Store","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7013076186","OpenStreetMap","2026-03-11T22:53:09.280Z",""
"Isla Mercato","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7013893287","OpenStreetMap","2026-03-11T22:53:09.280Z",""
"Catangnan Fried Chicken","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7016200386","OpenStreetMap","2026-03-11T22:53:09.280Z",""
"FJ Fuel Station","Gasoline Stations","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7016919285","OpenStreetMap","2026-03-11T22:53:09.280Z",""
"Kermit","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7019236187","OpenStreetMap","2026-03-11T22:53:09.280Z",""
"Toona‘s Burger Bar","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7026211186","OpenStreetMap","2026-03-11T22:53:09.280Z",""
"Halika","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7037311285","OpenStreetMap","2026-03-11T22:53:09.280Z",""
"The Coconut Nut","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7039622885","OpenStreetMap","2026-03-11T22:53:09.280Z",""
"La Kusina","Food Chains & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/7051889390","OpenStreetMap","2026-03-11T22:53:09.280Z",""
