business_name,category,emirate,city,address,phone,email,website_url,source_url,source_name,last_verified_at,services
"Dapa","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/node/1021703341","OpenStreetMap","2026-03-11T21:34:01.231Z",""
"Tak Tak Falls","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/1952247754","OpenStreetMap","2026-03-11T21:34:01.232Z",""
"Patrick's on Cloud9","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/1952316024","OpenStreetMap","2026-03-11T21:34:01.233Z",""
"Ocean 101","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/1952316026","OpenStreetMap","2026-03-11T21:34:01.233Z",""
"Greg's Place Pizza & Beer","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/1952375950","OpenStreetMap","2026-03-11T21:34:01.233Z",""
"sailfish bay surf and fishing","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/2246007881","OpenStreetMap","2026-03-11T21:34:01.233Z",""
"Sugba Lagoon","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/2247832164","OpenStreetMap","2026-03-11T21:34:01.233Z",""
"Sagana Resort","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/2421381638","OpenStreetMap","2026-03-11T21:34:01.233Z",""
"Mating-ob","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/3291783683","OpenStreetMap","2026-03-11T21:34:01.233Z",""
"Bagacay","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/3380624471","OpenStreetMap","2026-03-11T21:34:01.233Z",""
"Espinelli Fuel","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/node/3393535184","OpenStreetMap","2026-03-11T21:34:01.234Z",""
"Nino Jean Eatery","Cafés & Restaurants","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/node/3393535186","OpenStreetMap","2026-03-11T21:34:01.234Z",""
"Rocille Bakery","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/node/3393535188","OpenStreetMap","2026-03-11T21:34:01.234Z",""
"Cloud 9 Surf Viewpoint","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/3393578886","OpenStreetMap","2026-03-11T21:34:01.234Z",""
"Kalinawan Spa","Wellness & Spa","General Luna","General Luna","General Luna, Siargao","","","","https://www.openstreetmap.org/node/3393578889","OpenStreetMap","2026-03-11T21:34:01.234Z",""
"Kawayan Hostel","Accommodation","General Luna","General Luna","Tourism Road, General Luna, Siargao","","","","https://www.openstreetmap.org/node/3393578890","OpenStreetMap","2026-03-11T21:34:01.234Z",""
"Siargao Island Hopping Dock","Tours & Island Hopping","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/3393578894","OpenStreetMap","2026-03-11T21:34:01.234Z",""
"Banhaw","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/3393579375","OpenStreetMap","2026-03-11T21:34:01.234Z",""
"Maribojoc Dock","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/3393709659","OpenStreetMap","2026-03-11T21:34:01.234Z",""
"Socorro","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/3406114683","OpenStreetMap","2026-03-11T21:34:01.234Z",""
"Point 303","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/3612155893","OpenStreetMap","2026-03-11T21:34:01.234Z",""
"Ocean Pacific Inn","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4102306893","OpenStreetMap","2026-03-11T21:34:01.234Z",""
"Pleasure Point Cafe","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4115443189","OpenStreetMap","2026-03-11T21:34:01.234Z",""
"Cacai's Sari Sari Store","Essentials & Services","General Luna","General Luna","Tourism Road, Siargao","","","","https://www.openstreetmap.org/node/4127160800","OpenStreetMap","2026-03-11T21:34:01.234Z",""
"Paglaom Hostel","Accommodation","General Luna","General Luna","Dapa - General Luna Road, Siargao","+63 999 990 0308","contactus@paglaomhostel.com","https://www.paglaomhostel.com/","https://www.openstreetmap.org/node/4143850690","OpenStreetMap","2026-03-11T21:34:01.235Z",""
"tyy","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4146386611","OpenStreetMap","2026-03-11T21:34:01.235Z",""
"Magpupungko Tidal Lagoons","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4218961234","OpenStreetMap","2026-03-11T21:34:01.235Z",""
"Jing's Place","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4456386090","OpenStreetMap","2026-03-11T21:34:01.235Z",""
"Jafe Surf and Sail Resort","Accommodation","General Luna","General Luna","Siargao","+639199912685","resa.jaferesort@gmail.com","http://jaferesortsiargao.com","https://www.openstreetmap.org/node/4456387789","OpenStreetMap","2026-03-11T21:34:01.235Z",""
"Tiki Bungalows","Accommodation","General Luna","General Luna","Tourism Road, Siargao","","","","https://www.openstreetmap.org/node/4566237974","OpenStreetMap","2026-03-11T21:34:01.235Z",""
"Fat Lips Surfshop","Surf Schools & Rentals","General Luna","General Luna","Tourism Road, General Luna, Siargao","","","","https://www.openstreetmap.org/node/4567900079","OpenStreetMap","2026-03-11T21:34:01.235Z",""
"Lunares","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4567902235","OpenStreetMap","2026-03-11T21:34:01.235Z",""
"The Laundry Spot","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4567902412","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Kitya's","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4567902413","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Kayaha Grill","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4569989833","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"La luna","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4569989899","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Reef Beach Houses","Accommodation","General Luna","General Luna","Siargao","","","https://www.facebook.com/siargao.beachhouses","https://www.openstreetmap.org/node/4569989900","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Greenhouse Surf Shop","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4569989901","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Baile","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4571336335","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"The Smiling Pig","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4571336336","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Bravo","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4571336337","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Boyums","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4571336398","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Gasa","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4571336399","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Kermit","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4572875989","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Palak'a Siargao Dive Center","Tours & Island Hopping","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4572875992","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Tag Groceries","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4572875993","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Krokodeilos / Turo-Turo","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4576360669","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Pesangan Surfcamp","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4576360670","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"TAG Minimart","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4576360671","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"La Carinderia","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4580490187","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Mama's Grill","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4580490818","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Surigao del Norte District Jail Annex-Dapa","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4588919899","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Seawave Cafe","Cafés & Restaurants","General Luna","General Luna","Salvacion Wharf, Salvacion, Pilar, Surigao del Norte, Siargao","","","","https://www.openstreetmap.org/node/4642732663","OpenStreetMap","2026-03-11T21:34:01.236Z","Overlooking Salvacion Sea"
"Beach House","Accommodation","General Luna","General Luna","Siargao","+972 54-442-2391","","","https://www.openstreetmap.org/node/4713465390","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Moonlight Homestay","Accommodation","General Luna","General Luna","Siargao","","","https://facebook.com/siargaomoonlight/","https://www.openstreetmap.org/node/4716138989","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Gecko Shake","Essentials & Services","General Luna","General Luna","Boulevard, General Luna, Siargao","+63 995 738 6323","","http://www.facebook.com/geckoshake","https://www.openstreetmap.org/node/4716140489","OpenStreetMap","2026-03-11T21:34:01.236Z","fresh fruit shakes"
"Jadestar Lodge","Accommodation","General Luna","General Luna","Siargao","+63 919 234 4367","","","https://www.openstreetmap.org/node/4723495293","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Octopus Beachbar","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4733269991","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Pan Pinoy","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4733269992","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Buddha's Surf Resort","Accommodation","General Luna","General Luna","Tourism Road, Siargao","","","","https://www.openstreetmap.org/node/4759032622","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Tayangban Cave Pool","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4780412521","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Lagoon Tiktikan","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4794687653","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Mark ""A"" island","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4796737922","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Tagabayang Reef and Tidal Pools","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4797794666","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Tojoman Lagoon","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4828537321","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"purok uno","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4848624825","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Madlos Family Resort","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4862721422","OpenStreetMap","2026-03-11T21:34:01.236Z",""
"Dapa Terminal","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4870838721","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Local BBQ place","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4883390821","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Sarah's Lounge","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4933944822","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Cafe Loka","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4935069280","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Gardenview","Accommodation","General Luna","General Luna","Siargao","+63 999 676 8337","herbertamaba@yahoo.com","","https://www.openstreetmap.org/node/4973346621","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Sugar Shack","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/4978162124","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Gecko Shakes","Essentials & Services","General Luna","General Luna","Tourism Road, Siargao","+639957386323","","","https://www.openstreetmap.org/node/4995879822","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Shallow water","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5094009723","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Buko House","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197651131","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Ocean Escape","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197651132","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Villa Pagoda","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197651133","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Raul's House","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197651226","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Cantilan Bank","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197663824","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Barber shop","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197663827","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Winner Shopper's Mart","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197663828","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Montenegro Ticketing Office","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197663829","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"LQP Travel & Tours","Tours & Island Hopping","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197663830","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Travellers Pension House","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664221","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Nissi Academy","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664228","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Aventino's","Cafés & Restaurants","General Luna","General Luna","General Luna, Siargao","+63 918 338 8961","","","https://www.openstreetmap.org/node/5197664230","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Internet Cafe","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664231","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Petron","Essentials & Services","General Luna","General Luna","Dapa - General Luna Road, Siargao","","","","https://www.openstreetmap.org/node/5197664232","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Motor Parts Supply","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664233","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Malaran Pharmacy","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664237","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Gzyllibee Bakeshop","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664238","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"MNRB Pension House","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664239","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Sweetbyte Copy","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664241","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"DBP","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664242","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Island Suites","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664243","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"WMC Motorcycle Parts","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664244","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Surigao Pet Doctor","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664245","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Travel Agency","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664246","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Chess Center","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197664249","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Vivo Inn","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197675525","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Promencios Salon","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197675529","OpenStreetMap","2026-03-11T21:34:01.237Z",""
"Honda","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197675530","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Negosyo Center","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/node/5197675533","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Emerald House","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197675822","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Panaderia","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5197675823","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"The Hangout","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5245463921","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Warung","Cafés & Restaurants","General Luna","General Luna","Tourism Road, Siargao","","","","https://www.openstreetmap.org/node/5246724321","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Wayfarer","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5250637031","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Barrio","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5251355123","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"San Benito","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5253546751","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Guian surf spot access","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5253863521","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Bakery","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5334403722","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Amakan homestay","Accommodation","General Luna","General Luna","Tourism Road, Siargao","+63 905 477 6232","","","https://www.openstreetmap.org/node/5382328827","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Jdc clinic","Wellness & Spa","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5382350022","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"TCA Home Depot","Essentials & Services","General Luna","General Luna","Purok 3 Brgy. Union, Dapa, Surigao del Norte, Siargao","+63 920 982 3468","aargoulet@yahoo.com","","https://www.openstreetmap.org/node/5479931321","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Xian Travel and Tours","Tours & Island Hopping","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5479931421","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Kaizen Siargao","Cafés & Restaurants","General Luna","General Luna","Purok 5, General Luna, Surigao City, Siargao","+639171131244","kaizensiargao@gmail.com","","https://www.openstreetmap.org/node/5556347450","OpenStreetMap","2026-03-11T21:34:01.238Z","The first Japanese dining in the island."
"DaRosa Del Mar Beach Resort","Accommodation","General Luna","General Luna","Siargao","+639950557071","darosasiargao@gmail.com","https://www.darosadelmar.com/","https://www.openstreetmap.org/node/5569904521","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Joemar's Native Houses","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5587087822","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"loose keys","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5609071222","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Ronaldo's inn Resto Bar","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5613278121","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"RGL Place","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5643786022","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Pan de Sal","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5643786023","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Kanijugan Homestay","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5643790621","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Nathaniel's Cottage","Accommodation","General Luna","General Luna","Dapa - General Luna Road, Siargao","","","","https://www.openstreetmap.org/node/5643857122","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Jopil Homestay","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5648482825","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Anthony's Seaside","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5651143526","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Cinnamon Resort","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5651143527","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Tourist Inn","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5651156821","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Puyo island","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5651531621","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Sohoton Cove","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5651531623","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Resort","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5651531624","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Beach","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5651531625","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Bobon","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5651531627","OpenStreetMap","2026-03-11T21:34:01.238Z",""
"Isabel’s Copra Grove","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5714457525","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"Waffle House","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5714457526","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"General Luna Pier","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5735062921","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"YAY LODGE","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5742925021","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"Sam’s Pharmacy & Grocery","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5746320621","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"Isabel’s Homestay","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5748186822","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"Scott’s Rent A Car","Transport Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5750436428","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"Dayo Waffle House","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5750436429","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"Bakhaw Bed & Breakfast","Accommodation","Del Carmen","Del Carmen","Santa Monica-San Isidro Road, Del Carmen, Siargao","+63 917 539 4052","chaibalagot317@gmail.com","http://www.bakhawhotel.com","https://www.openstreetmap.org/node/5808929053","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"Yayay Homestay","Accommodation","General Luna","General Luna","Malinao, General Luna, Siargao","+63 939 332 1283","","","https://www.openstreetmap.org/node/5808934054","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"Sugba Blue Lagoon","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5850079886","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"3Kid’s Homestay","Accommodation","General Luna","General Luna","Poblacion 4, General Luna, Siargao","+639501467017","janethuy2017@gmail.com","","https://www.openstreetmap.org/node/5863534861","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"Numancia Commercial Center","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5875301738","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"Joe March's Native Guest House","Accommodation","General Luna","General Luna","Dapa - General Luna Road, Siargao","","","","https://www.openstreetmap.org/node/5888508985","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"Daku Break","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5894279085","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"salty nomads","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5930887186","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"Crêpes","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5933312586","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"Boats To Stimpy’s and Rock Island Reef Break","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5936068986","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"Mama’s Grill","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5936073985","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"Lokal","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5938184186","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"White Banana","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5939992488","OpenStreetMap","2026-03-11T21:34:01.239Z",""
"White Banana Lodge","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/5939992489","OpenStreetMap","2026-03-11T21:34:01.239Z",""
